type_value,pp_code,parking_pl_value,x,y,destination,no_of_lots
CAR LOTS,S0063,SERANGOON GARDEN WAY,1.36436061982298,103.864605362474,"(1.36436061982298, 103.864605362474)",5
CAR LOTS,U0035,UPPER SERANGOON ROAD (BARTLEY ROAD JUNTION),1.3438661964091,103.87090320466,"(1.3438661964091, 103.87090320466)",31
CAR LOTS,T0062,TAI SENG DRIVE,1.3375242022355,103.893041255061,"(1.3375242022355, 103.893041255061)",14
CAR LOTS,T0096,TUAS WEST AVENUE,1.33235673680474,103.638197355306,"(1.33235673680474, 103.638197355306)",43
CAR LOTS,B0020,BUSSORAH STREET,1.30066791441098,103.860224308086,"(1.30066791441098, 103.860224308086)",13
CAR LOTS,C0126,CHANGI SOUTH AVENUE 2,1.33172356119756,103.969742500085,"(1.33172356119756, 103.969742500085)",14
CAR LOTS,P0015,PRINSEP STREET,1.30002382061839,103.849854726771,"(1.30002382061839, 103.849854726771)",84
CAR LOTS,U0023,UNITY STREET,1.29175583501137,103.842477786448,"(1.29175583501137, 103.842477786448)",20
CAR LOTS,S0148,SUNGEI KADUT CRESCENT,1.40896874855007,103.745035528682,"(1.40896874855007, 103.745035528682)",9
CAR LOTS,L0020,LORONG 13 GEYLANG,1.31251072510667,103.87775028996,"(1.31251072510667, 103.87775028996)",21
CAR LOTS,M0050,MND COMPLEX (SURFACE),1.27916729638848,103.846232064861,"(1.27916729638848, 103.846232064861)",147
CAR LOTS,W0048,WOODLANDS INDUSTRIAL PARK E8,1.45151903614098,103.800696049442,"(1.45151903614098, 103.800696049442)",48
CAR LOTS,A0006,AMOY STREET,1.27982689802389,103.847029095545,"(1.27982689802389, 103.847029095545)",93
MYCYCLE LOTS,P0009,PENANG LANE,1.29673604430935,103.844361715576,"(1.29673604430935, 103.844361715576)",27
CAR LOTS,S0118,SERVICE ROAD OFF PENHAS ROAD,1.30923296772838,103.862317083615,"(1.30923296772838, 103.862317083615)",9
CAR LOTS,S0120,SERVICE ROAD BET PETAIN ROAD / ALLENBY ROAD,1.31083532027208,103.859264048108,"(1.31083532027208, 103.859264048108)",3
CAR LOTS,L0033,LORONG 24 GEYLANG,1.31108704771706,103.883359700959,"(1.31108704771706, 103.883359700959)",25
CAR LOTS,L0028,LORONG 21 GEYLANG,1.31290327058324,103.880176156288,"(1.31290327058324, 103.880176156288)",32
CAR LOTS,I0005,IRVING ROAD,1.33551511903086,103.88714752251,"(1.33551511903086, 103.88714752251)",6
CAR LOTS,S0027,SIAK KEW AVENUE,1.32978545852154,103.870272716873,"(1.32978545852154, 103.870272716873)",4
CAR LOTS,H0028,HAMILTON ROAD,1.31101848298551,103.860540417936,"(1.31101848298551, 103.860540417936)",54
CAR LOTS,L0038,LORONG 27 GEYLANG,1.31356714537959,103.883783250984,"(1.31356714537959, 103.883783250984)",32
CAR LOTS,S0152,SUNSHINE TERRACE,1.34582108444701,103.872630503883,"(1.34582108444701, 103.872630503883)",10
CAR LOTS,L0039,LORONG 27A  GEYLANG,1.31382449993198,103.884598024954,"(1.31382449993198, 103.884598024954)",22
CAR LOTS,U0003,UBI AVENUE  3,1.3310918769424,103.892358912032,"(1.3310918769424, 103.892358912032)",74
MYCYCLE LOTS,BL032,BACKLANE OFF KEONG SAIK ROAD,1.2792250530868,103.841282814298,"(1.2792250530868, 103.841282814298)",7
CAR LOTS,S0171,SPOONER ROAD OFF STREET,1.27548158189082,103.834888459082,"(1.27548158189082, 103.834888459082)",121
CAR LOTS,T0116,TEBAN GARDENS CRESCENT,1.32317880351633,103.741975309097,"(1.32317880351633, 103.741975309097)",104
CAR LOTS,T0116,TEBAN GARDENS CRESCENT,1.32317880351633,103.741975309097,"(1.32317880351633, 103.741975309097)",104
CAR LOTS,J0030,JALAN SEMERBAK,1.32516988657872,103.863196057933,"(1.32516988657872, 103.863196057933)",5
CAR LOTS,T0008,TELOK AYER STREET,1.27845753746886,103.846883014852,"(1.27845753746886, 103.846883014852)",109
CAR LOTS,T0008,TELOK AYER STREET,1.27845753746886,103.846883014852,"(1.27845753746886, 103.846883014852)",109
CAR LOTS,W0049,WOODLANDS INDUSTRIAL PARK E9,1.44914123588784,103.796879987357,"(1.44914123588784, 103.796879987357)",54
MYCYCLE LOTS,S0026,SERVICE ROAD OFF BUKIT TIMAH ROAD / SIXTH AVE,1.33108507038773,103.796483398781,"(1.33108507038773, 103.796483398781)",15
CAR LOTS,L0102,LORONG 108 CHANGI,1.31595685452693,103.904703293772,"(1.31595685452693, 103.904703293772)",14
CAR LOTS,W0010,WESTERHOUT ROAD,1.31108787610285,103.880916853677,"(1.31108787610285, 103.880916853677)",6
CAR LOTS,J0027,JOO KOON CIRCLE,1.32410091050898,103.672943992125,"(1.32410091050898, 103.672943992125)",41
CAR LOTS,K0110,KALLANG WAY 2A,1.32309145267413,103.877722312244,"(1.32309145267413, 103.877722312244)",17
CAR LOTS,L0065,LORONG PENDEK,1.32926720527233,103.874694025193,"(1.32926720527233, 103.874694025193)",4
CAR LOTS,T0009,TEMPLE STREET,1.28240644671495,103.844901405272,"(1.28240644671495, 103.844901405272)",61
MYCYCLE LOTS,D0005,DUNLOP STREET,1.3042371719184,103.854313029967,"(1.3042371719184, 103.854313029967)",69
MYCYCLE LOTS,BL112,BACKLANE BET DICKSON ROAD / DUNLOP STREET,1.30435578169906,103.854356405586,"(1.30435578169906, 103.854356405586)",10
MYCYCLE LOTS,P0117,PECK SEAH STREET OFF STREET,1.27736054660599,103.845014826561,"(1.27736054660599, 103.845014826561)",154
CAR LOTS,H0061,HAPPY AVENUE NORTH,1.32987037107214,103.880082043137,"(1.32987037107214, 103.880082043137)",11
CAR LOTS,K0087,KIM KEAT CLOSE,1.32341509749742,103.853030106138,"(1.32341509749742, 103.853030106138)",22
CAR LOTS,E0031,EAN KIAM PLACE,1.30446851559117,103.902226357764,"(1.30446851559117, 103.902226357764)",26
CAR LOTS,S0018,SULTAN GATE,1.3013886345493,103.860784322458,"(1.3013886345493, 103.860784322458)",22
CAR LOTS,V0001,VEERASAMY ROAD,1.30650455211508,103.855822799536,"(1.30650455211508, 103.855822799536)",38
CAR LOTS,T0083,TUAS AVENUE 12,1.33218767708729,103.643096975428,"(1.33218767708729, 103.643096975428)",15
CAR LOTS,L0034,LORONG 24A GEYLANG,1.31134404070708,103.884041245359,"(1.31134404070708, 103.884041245359)",57
CAR LOTS,L0037,LORONG 26 GEYLANG,1.31135843927249,103.884868558294,"(1.31135843927249, 103.884868558294)",18
CAR LOTS,K0069,KELANTAN LANE,1.30598262473938,103.856267598155,"(1.30598262473938, 103.856267598155)",57
CAR LOTS,M0058,MACPHERSON ROAD,1.3318893951571,103.881844441721,"(1.3318893951571, 103.881844441721)",36
CAR LOTS,T0090,TUAS DRIVE 1,1.32171314978046,103.65734231367,"(1.32171314978046, 103.65734231367)",11
CAR LOTS,D0017,DUNEARN CLOSE,1.32404761352758,103.81477932605,"(1.32404761352758, 103.81477932605)",24
CAR LOTS,S0001,SAM LEONG ROAD,1.30885127030934,103.857333444177,"(1.30885127030934, 103.857333444177)",56
CAR LOTS,C0041,CHIN BEE ROAD,1.32678268776513,103.713383968051,"(1.32678268776513, 103.713383968051)",55
CAR LOTS,B0022,BEATTY LANE,1.31190352082964,103.860337542285,"(1.31190352082964, 103.860337542285)",15
CAR LOTS,P0012,PHILLIP STREET,1.28422968030018,103.849600493521,"(1.28422968030018, 103.849600493521)",24
CAR LOTS,P0055,PETAIN ROAD (JALAN BESAR / TYRWHITT ROAD),1.31099154963428,103.85957359619,"(1.31099154963428, 103.85957359619)",4
CAR LOTS,L0052,LORONG 40 GEYLANG,1.3137828501456,103.889056318609,"(1.3137828501456, 103.889056318609)",21
CAR LOTS,E0006,ENGGOR STREET,1.27410914579192,103.843504909416,"(1.27410914579192, 103.843504909416)",16
CAR LOTS,N0005,NEW INDUSTRIAL ROAD,1.34245675407371,103.885354788135,"(1.34245675407371, 103.885354788135)",12
CAR LOTS,B0084,BEACH ROAD,1.30042398776753,103.860016372292,"(1.30042398776753, 103.860016372292)",15
CAR LOTS,K0049,KELANTAN ROAD,1.30518562048311,103.856692347473,"(1.30518562048311, 103.856692347473)",72
CAR LOTS,C0009,CHANDER ROAD,1.30776329279103,103.851020271801,"(1.30776329279103, 103.851020271801)",13
CAR LOTS,L0024,LORONG 17 GEYLANG,1.31271351565706,103.87887781111,"(1.31271351565706, 103.87887781111)",27
CAR LOTS,B0028,BALESTIER ROAD,1.32165077543504,103.853018243913,"(1.32165077543504, 103.853018243913)",5
CAR LOTS,F0006,FLANDERS SQUARE,1.3118856914774,103.857225669622,"(1.3118856914774, 103.857225669622)",12
CAR LOTS,S0136,SERVICE ROAD OFF ZION ROAD,1.29332679907832,103.830905360544,"(1.29332679907832, 103.830905360544)",26
CAR LOTS,B0094,BERNAM STREET,1.27355900239017,103.843530146229,"(1.27355900239017, 103.843530146229)",9
CAR LOTS,W0001,WALLICH STREET,1.27683690716363,103.84449321635,"(1.27683690716363, 103.84449321635)",9
CAR LOTS,N0005,NEW INDUSTRIAL ROAD,1.34245675407371,103.885354788135,"(1.34245675407371, 103.885354788135)",12
CAR LOTS,L0051,LORONG 39 GEYLANG,1.3150327657696,103.890874136159,"(1.3150327657696, 103.890874136159)",19
CAR LOTS,L0050,LORONG 38 GEYLANG,1.31348934959066,103.888974852316,"(1.31348934959066, 103.888974852316)",5
CAR LOTS,D0001,DEVONSHIRE ROAD,1.29816283461687,103.837885369862,"(1.29816283461687, 103.837885369862)",9
CAR LOTS,M0049,MINBU ROAD,1.32349682321601,103.849947172936,"(1.32349682321601, 103.849947172936)",3
CAR LOTS,S0040,SECOND CHIN BEE ROAD,1.33266599925556,103.714246884268,"(1.33266599925556, 103.714246884268)",8
CAR LOTS,K0013,KITCHENER ROAD,1.30789680379871,103.859409917803,"(1.30789680379871, 103.859409917803)",8
CAR LOTS,U0014,UBI ROAD 2,1.33275349268094,103.895232090518,"(1.33275349268094, 103.895232090518)",36
CAR LOTS,L0099,LORONG 105 CHANGI,1.31554538318657,103.902831858809,"(1.31554538318657, 103.902831858809)",3
CAR LOTS,L0074,LORONG 21A GEYLANG,1.3149304618456,103.880527043684,"(1.3149304618456, 103.880527043684)",8
CAR LOTS,G0035,GUL STREET 4,1.31719477397589,103.665329129525,"(1.31719477397589, 103.665329129525)",10
CAR LOTS,L0021,LORONG 14 GEYLANG,1.31013261956074,103.879373724494,"(1.31013261956074, 103.879373724494)",52
CAR LOTS,S0032,SAUNDERS ROAD,1.30420225346712,103.838681624971,"(1.30420225346712, 103.838681624971)",18
CAR LOTS,T0068,TAGORE DRIVE,1.38662430826474,103.826061771587,"(1.38662430826474, 103.826061771587)",32
CAR LOTS,R0002,RACE COURSE ROAD,1.31315769076465,103.854899666502,"(1.31315769076465, 103.854899666502)",83
CAR LOTS,S0119,SHREWSBURY ROAD,1.31805907583128,103.847333420601,"(1.31805907583128, 103.847333420601)",12
CAR LOTS,C0058,CLEMENCEAU AVENUE,1.29738324596257,103.843890513779,"(1.29738324596257, 103.843890513779)",15
CAR LOTS,T0094,TUAS LANE,1.32852099232845,103.641776282353,"(1.32852099232845, 103.641776282353)",15
CAR LOTS,S0149,SERVICE ROAD OFF SIN MING ROAD,1.35213265290277,103.835709459536,"(1.35213265290277, 103.835709459536)",9
CAR LOTS,T0040,THIRD CHIN BEE ROAD,1.33198521640649,103.716188970971,"(1.33198521640649, 103.716188970971)",41
CAR LOTS,B0042,BENOI SECTOR,1.3195342375367,103.686425712954,"(1.3195342375367, 103.686425712954)",14
CAR LOTS,K0094,KELLOCK ROAD,1.29402610945992,103.829669485098,"(1.29402610945992, 103.829669485098)",28
CAR LOTS,J0057,JALAN DUSUN,1.3269767465125,103.843932031562,"(1.3269767465125, 103.843932031562)",24
CAR LOTS,C0132,CHANGI ROAD (BET JOO CHIAT ROAD / STILL ROAD),1.31681868505292,103.901470511211,"(1.31681868505292, 103.901470511211)",71
CAR LOTS,G0035,GUL STREET 4,1.31719477397589,103.665329129525,"(1.31719477397589, 103.665329129525)",10
CAR LOTS,M0001,MACKENZIE ROAD,1.30625921830908,103.847509722744,"(1.30625921830908, 103.847509722744)",9
CAR LOTS,E0011,EMERALD LINK,1.30204247001968,103.838815307847,"(1.30204247001968, 103.838815307847)",26
CAR LOTS,L0011,LINK ROAD,1.32769454966683,103.710987733363,"(1.32769454966683, 103.710987733363)",23
CAR LOTS,T0077,TUAS AVENUE 3,1.32064657517921,103.657265765032,"(1.32064657517921, 103.657265765032)",38
CAR LOTS,S0002,SEAH STREET,1.29583936362359,103.854989028362,"(1.29583936362359, 103.854989028362)",12
CAR LOTS,A0004,ALIWAL STREET,1.30141739963002,103.861521873101,"(1.30141739963002, 103.861521873101)",73
CAR LOTS,W0037,WOODLANDS LOOP,1.4474766891706,103.807822980224,"(1.4474766891706, 103.807822980224)",30
CAR LOTS,S0061,SEMBONG ROAD,1.44121367170786,103.822620541593,"(1.44121367170786, 103.822620541593)",3
CAR LOTS,U0013,UBI ROAD 1,1.32842578108647,103.892497992592,"(1.32842578108647, 103.892497992592)",26
CAR LOTS,S0130,SERVICE ROAD OFF GENTING LANE,1.32310656071114,103.877837840368,"(1.32310656071114, 103.877837840368)",9
CAR LOTS,R0028,RUBY LANE,1.32727079097143,103.866868030149,"(1.32727079097143, 103.866868030149)",19
CAR LOTS,W0005,WILKINSON ROAD,1.30224202593063,103.885730913212,"(1.30224202593063, 103.885730913212)",10
CAR LOTS,U0039,UBI CRESCENT,1.32636791690684,103.894052539033,"(1.32636791690684, 103.894052539033)",17
CAR LOTS,L0035,LORONG 25 GEYLANG,1.31343357710748,103.882884236109,"(1.31343357710748, 103.882884236109)",40
CAR LOTS,K0115,KAKI BUKIT PLACE,1.33405128451732,103.903169677308,"(1.33405128451732, 103.903169677308)",24
CAR LOTS,L0057,LORONG 39 SERVICE ROAD GEYLANG,1.31589101893292,103.890258229299,"(1.31589101893292, 103.890258229299)",5
CAR LOTS,N0003,NORTH BRIDGE ROAD (ARAB STREET / JALAN SULTAN),1.30256168414594,103.858729798439,"(1.30256168414594, 103.858729798439)",36
CAR LOTS,S0021,SYED ALWI ROAD (JALAN BESAR / SERANGOON ROAD),1.30636268011727,103.859252852106,"(1.30636268011727, 103.859252852106)",60
CAR LOTS,J0008,JALAN KLEDEK,1.30326668690516,103.85909968121,"(1.30326668690516, 103.85909968121)",8
CAR LOTS,T0021,TYRWHITT ROAD,1.30983036967636,103.858896042664,"(1.30983036967636, 103.858896042664)",42
CAR LOTS,S0150,SULTAN GATE / ALIWAL STREET OFF STREET  (EPS),1.30223732458777,103.860632373182,"(1.30223732458777, 103.860632373182)",56
CAR LOTS,L0004,LORONG 4 GEYLANG,1.30945772765764,103.876179835546,"(1.30945772765764, 103.876179835546)",21
CAR LOTS,G0030,GUL CRESCENT,1.30936752670547,103.665569921156,"(1.30936752670547, 103.665569921156)",8
CAR LOTS,J0006,JALAN KLAPA,1.3039548467002,103.8599851454,"(1.3039548467002, 103.8599851454)",18
CAR LOTS,J0047,JALAN LEMBAH KALLANG,1.31467315790233,103.863282105473,"(1.31467315790233, 103.863282105473)",8
CAR LOTS,S0065,SANDOWN PLACE,1.36515362034624,103.864763077776,"(1.36515362034624, 103.864763077776)",4
CAR LOTS,M0005,MAYO STREET,1.30377933999902,103.854095792727,"(1.30377933999902, 103.854095792727)",39
CAR LOTS,K0009,KERBAU ROAD,1.30670576796257,103.851596510902,"(1.30670576796257, 103.851596510902)",14
CAR LOTS,J0015,JALAN BINCHANG,1.35201395896862,103.845511734237,"(1.35201395896862, 103.845511734237)",5
CAR LOTS,L0008,LORONG KILAT,1.34097256387411,103.774400772202,"(1.34097256387411, 103.774400772202)",28
CAR LOTS,M0068,MACKENZIE ROAD C OFF STREET,1.30516766852508,103.84837599573,"(1.30516766852508, 103.84837599573)",6
CAR LOTS,D0004,DICKSON ROAD,1.30480776962545,103.854675362849,"(1.30480776962545, 103.854675362849)",43
CAR LOTS,W0038,WOODLANDS TERRACE,1.4504834308526,103.805207823017,"(1.4504834308526, 103.805207823017)",44
CAR LOTS,M0038,MAJU AVENUE,1.36463494782652,103.865627275387,"(1.36463494782652, 103.865627275387)",43
CAR LOTS,K0005,KANDAHAR STREET,1.30157921229698,103.860193375424,"(1.30157921229698, 103.860193375424)",56
CAR LOTS,P0086,PANDAN LOOP,1.31078713232514,103.753890009522,"(1.31078713232514, 103.753890009522)",57
CAR LOTS,E0009,EMERALD HILL ROAD,1.30201771956264,103.839128982019,"(1.30201771956264, 103.839128982019)",32
CAR LOTS,S0066,SOMME ROAD,1.31105614029654,103.858250558262,"(1.31105614029654, 103.858250558262)",13
CAR LOTS,J0058,JALAN KEMAMAN,1.32657624218887,103.850518771135,"(1.32657624218887, 103.850518771135)",16
CAR LOTS,S0050,SIANG KUANG AVENUE,1.3290384515693,103.870041546155,"(1.3290384515693, 103.870041546155)",13
CAR LOTS,T0031,TALMA ROAD,1.31093283920136,103.877527899209,"(1.31093283920136, 103.877527899209)",15
CAR LOTS,J0020,JOO KOON ROAD,1.32551813530561,103.669086264665,"(1.32551813530561, 103.669086264665)",25
CAR LOTS,W0058,WOODLANDS INDUSTRIAL PARK E5,1.45038068669067,103.792155078312,"(1.45038068669067, 103.792155078312)",58
CAR LOTS,P0024,PRINCE OF WALES ROAD,1.32262148620283,103.808462599707,"(1.32262148620283, 103.808462599707)",23
CAR LOTS,U0007,UPPER DICKSON ROAD,1.30620379940326,103.852796782983,"(1.30620379940326, 103.852796782983)",16
CAR LOTS,T0088,TUAS AVENUE 18A,1.32168103053389,103.636202167612,"(1.32168103053389, 103.636202167612)",32
CAR LOTS,L0053,LORONG 41 GEYLANG,1.31513222118005,103.891427484356,"(1.31513222118005, 103.891427484356)",49
CAR LOTS,J0060,JALAN RAMA-RAMA,1.3266901745153,103.848668726361,"(1.3266901745153, 103.848668726361)",10
CAR LOTS,J0069,JOO AVENUE,1.3150917596602,103.85550259867,"(1.3150917596602, 103.85550259867)",28
CAR LOTS,S0148,SUNGEI KADUT CRESCENT,1.40896874855007,103.745035528682,"(1.40896874855007, 103.745035528682)",9
CAR LOTS,L0026,LORONG 19 GEYLANG,1.31283058129189,103.879309869869,"(1.31283058129189, 103.879309869869)",38
CAR LOTS,B0018,BUKIT PASOH ROAD,1.2784678627197,103.840975242597,"(1.2784678627197, 103.840975242597)",40
CAR LOTS,T0091,TUAS DRIVE 2,1.32285212887888,103.655346480979,"(1.32285212887888, 103.655346480979)",10
CAR LOTS,S0156,SIMS PLACE,1.31581509503749,103.878375618979,"(1.31581509503749, 103.878375618979)",41
CAR LOTS,J0008,JALAN KLEDEK,1.30326668690516,103.85909968121,"(1.30326668690516, 103.85909968121)",8
MYCYCLE LOTS,BL111,BACKLANE BET  MAYO STREET / DUNLOP STREET,1.30400479081354,103.853995508712,"(1.30400479081354, 103.853995508712)",11
CAR LOTS,D0006,DUXTON HILL OFF STREET,1.27893320155755,103.843183287847,"(1.27893320155755, 103.843183287847)",59
MYCYCLE LOTS,E0010,EUNOS ROAD 7 / EUNOS AVENUE 6  HVP,1.32263295280664,103.892602469991,"(1.32263295280664, 103.892602469991)",63
CAR LOTS,T0006,TECK LIM ROAD,1.2800921623255,103.84195791464,"(1.2800921623255, 103.84195791464)",14
CAR LOTS,J0039,JALAN RUMIA,1.31110233230829,103.797132838061,"(1.31110233230829, 103.797132838061)",29
CAR LOTS,C0162,CLEMENCEAU AVENUE OFF STREET,1.29382355571837,103.844718246573,"(1.29382355571837, 103.844718246573)",36
CAR LOTS,L0085,LOYANG WAY,1.37034891776297,103.968721323801,"(1.37034891776297, 103.968721323801)",91
CAR LOTS,S0043,SIXTH AVENUE,1.33091854824717,103.795085140478,"(1.33091854824717, 103.795085140478)",21
CAR LOTS,J0043,JALAN PUTEH JERNEH,1.30906688966333,103.798514403781,"(1.30906688966333, 103.798514403781)",4
CAR LOTS,L0081,LORONG AMPAS,1.32610695467896,103.853059757222,"(1.32610695467896, 103.853059757222)",6
CAR LOTS,I0006,IRVING PLACE,1.33589879560057,103.886065976744,"(1.33589879560057, 103.886065976744)",21
CAR LOTS,T0043,TAMAN MAS MERAH,1.30842067292529,103.763058060236,"(1.30842067292529, 103.763058060236)",13
CAR LOTS,L0003,LIANG SEAH STREET,1.2975375544307,103.856804955439,"(1.2975375544307, 103.856804955439)",60
CAR LOTS,T0142,TUAS BASIN CLOSE,1.31266064066227,103.653502201943,"(1.31266064066227, 103.653502201943)",5
CAR LOTS,T0022,TOWNSHEND ROAD,1.3071125139527,103.85784324102,"(1.3071125139527, 103.85784324102)",18
CAR LOTS,J0033,JALAN TUKANG,1.32558687274219,103.709768110867,"(1.32558687274219, 103.709768110867)",37
CAR LOTS,S0045,SING AVENUE,1.3150066720172,103.854418615609,"(1.3150066720172, 103.854418615609)",17
CAR LOTS,M0039,MAJU AVENUE SERVICE ROAD,1.36520077713875,103.865538218622,"(1.36520077713875, 103.865538218622)",3
CAR LOTS,J0038,JALAN MERAH SAGA,1.3116501719701,103.799116027528,"(1.3116501719701, 103.799116027528)",26
CAR LOTS,A0007,ANGULLIA PARK OFF STREET,1.30465666464074,103.829747204851,"(1.30465666464074, 103.829747204851)",351
CAR LOTS,P0038,PERAK ROAD,1.30505188889526,103.85363987964,"(1.30505188889526, 103.85363987964)",11
CAR LOTS,G0027,GUL AVENUE,1.31466717501021,103.66712666187,"(1.31466717501021, 103.66712666187)",48
CAR LOTS,S0105,SUNGEI KADUT WAY,1.40641579615221,103.751186431031,"(1.40641579615221, 103.751186431031)",56
CAR LOTS,J0098,JALAN MESIN,1.33304850568567,103.882815777031,"(1.33304850568567, 103.882815777031)",8
CAR LOTS,O0008,OLD AIRPORT ROAD,1.30687064464625,103.883601856714,"(1.30687064464625, 103.883601856714)",20
CAR LOTS,C0028,CUFF ROAD,1.30685586806006,103.853480513376,"(1.30685586806006, 103.853480513376)",40
CAR LOTS,S0146,SERVICE ROAD OFF QUALITY ROAD,1.33337120006656,103.7107789701,"(1.33337120006656, 103.7107789701)",47
CAR LOTS,T0033,TECK CHYE TERRACE,1.35310187199377,103.876599727689,"(1.35310187199377, 103.876599727689)",24
CAR LOTS,Y0002,YAN KIT ROAD,1.27514366608831,103.841756129116,"(1.27514366608831, 103.841756129116)",17
CAR LOTS,G0021,GENTING ROAD,1.32686429796077,103.877014892753,"(1.32686429796077, 103.877014892753)",26
CAR LOTS,U0037,UBI ROAD 4,1.33087563750327,103.899061588357,"(1.33087563750327, 103.899061588357)",17
CAR LOTS,E0037,EAST COAST ROAD (BET SIGLAP ROAD / JALAN JAMAL),1.31216146906844,103.924618570955,"(1.31216146906844, 103.924618570955)",5
CAR LOTS,J0018,JIAK CHUAN ROAD,1.27967922406699,103.841625877457,"(1.27967922406699, 103.841625877457)",14
CAR LOTS,L0109,LOYANG WAY 1,1.37454552206349,103.972387933743,"(1.37454552206349, 103.972387933743)",10
CAR LOTS,H0021,HILLVIEW TERRACE,1.35267170057791,103.757658541771,"(1.35267170057791, 103.757658541771)",10
CAR LOTS,T0145,TEBING LANE,1.39213882648152,103.915857777852,"(1.39213882648152, 103.915857777852)",10
CAR LOTS,C0057,CASUARINA ROAD,1.37668436887503,103.828018624051,"(1.37668436887503, 103.828018624051)",16
CAR LOTS,L0082,LORONG SARINA,1.31853353333669,103.907854001857,"(1.31853353333669, 103.907854001857)",8
CAR LOTS,H0037,HORNE ROAD,1.30857591657932,103.862352068224,"(1.30857591657932, 103.862352068224)",41
CAR LOTS,U0008,UPPER WELD ROAD,1.30550991661993,103.854880495345,"(1.30550991661993, 103.854880495345)",59
CAR LOTS,L0045,LORONG 33 GEYLANG,1.31441823510281,103.887943232659,"(1.31441823510281, 103.887943232659)",11
CAR LOTS,K0113,KIM YAM ROAD,1.29236854576644,103.840537597668,"(1.29236854576644, 103.840537597668)",28
CAR LOTS,P0010,PERUMAL ROAD,1.31252757955756,103.85568033879,"(1.31252757955756, 103.85568033879)",8
CAR LOTS,J0130,JOO CHIAT TERRACE (JOO CHIAT RD / TEMBELING RD),1.31422313774325,103.899221978048,"(1.31422313774325, 103.899221978048)",14
CAR LOTS,T0065,TAGORE ROAD,1.38240795735428,103.826721384357,"(1.38240795735428, 103.826721384357)",61
CAR LOTS,A0028,ALJUNIED ROAD (MINOR),1.32537432856774,103.879742895713,"(1.32537432856774, 103.879742895713)",19
CAR LOTS,S0082,SIXTH LOK YANG ROAD,1.32413335274084,103.684143135813,"(1.32413335274084, 103.684143135813)",18
CAR LOTS,S0088,SUNGEI KADUT STREET 3,1.41648091237256,103.745730880798,"(1.41648091237256, 103.745730880798)",20
CAR LOTS,G0039,GUILLEMARD ROAD,1.31423620819933,103.893313864286,"(1.31423620819933, 103.893313864286)",8
CAR LOTS,C0122,CHANGI VILLAGE ROAD,1.38672977498524,103.987329803223,"(1.38672977498524, 103.987329803223)",50
CAR LOTS,J0123,JALAN PEMIMPIN,1.34835210143954,103.840581119859,"(1.34835210143954, 103.840581119859)",21
CAR LOTS,A0005,ALLENBY ROAD,1.31027180892666,103.859170676826,"(1.31027180892666, 103.859170676826)",29
CAR LOTS,U0038,UPPER THOMSON ROAD (LAKEVIEW ESTATE),1.34970190920419,103.83486537772,"(1.34970190920419, 103.83486537772)",12
CAR LOTS,B0025,BALI LANE,1.30094169565347,103.85855097442,"(1.30094169565347, 103.85855097442)",6
CAR LOTS,Y0013,YISHUN INDUSTRIAL PARK A,1.44197954952468,103.831524444882,"(1.44197954952468, 103.831524444882)",84
CAR LOTS,W0035,WOODLANDS WALK,1.45155793673197,103.803177419432,"(1.45155793673197, 103.803177419432)",22
CAR LOTS,P0011,PETAIN ROAD (SERANGOON ROAD / JALAN BESAR),1.31159564527934,103.858969382165,"(1.31159564527934, 103.858969382165)",62
CAR LOTS,A0057,AROOZOO AVENUE,1.35486862894992,103.884092437422,"(1.35486862894992, 103.884092437422)",9
CAR LOTS,T0114,TEMBELING ROAD,1.30688057878405,103.905514424395,"(1.30688057878405, 103.905514424395)",54
